[2017-06-02 14:59:33:270] PID=[7696] TID=[6644]  [Info] "start to logging to server  mmsrvpub.srcdoc.com  port  10130" 	RemoteServerConn::start .\RemoteServerConn.cpp  line:54 
[2017-06-02 15:03:30:437] PID=[5016] TID=[6276]  [Info] "76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"UserName": "@f20d006519b1245395e5bd226ce4cb0aafd99421447bc20940fe7a7805db27f3", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/2c813468d9350d1a14c6522a6f88d856.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifangzhongjunxin", "RemarkPYInitial": "X", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "X", "PYInitial": "ZZBFZJX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 135205, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "我主动，不一定是求你，也可能是救你！2017资源共享，合作共赢！", "ContactFlag": 3, "NickName": "中资北方-钟骏薪", "add_time": 1495528415, "RemarkPYQuanPin": "X", "unique_sn": "bb62955f9283a0ca0a7cde44fd299c1b", "wechat_uid": 26786, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0} " 	WxSessionWnd::OnUserInfo .\wechat\WxSessionWnd.cpp  line:337
[2017-06-02 15:03:30:680] PID=[5016] TID=[6276]  [Info] "76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"UserName": "@2295af7a0c4d8b72f7ad0cf25bc111943c3718975158aa7a97b7b9034bf0bb3a", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/999032159cb9e3f248f2bf97a7c59955.jpg", "MemberList": [], "PYQuanPin": "yicaoyimu", "RemarkPYInitial": "328", "Sex": 0, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "3.28", "PYInitial": "YCYM", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 2147586085, "SnsFlag": 0, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "一草一木", "RemarkPYQuanPin": "328", "unique_sn": "8f465d87505254b11e73a6f252d7469a", "wechat_uid": 39292, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0} " 	WxSessionWnd::OnUserInfo .\wechat\WxSessionWnd.cpp  line:337
[2017-06-02 15:03:30:897] PID=[5016] TID=[6276]  [Info] "76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"UserName": "@f2257288a0b667e6c3af969419fc2e87a17f6ccde06a35b5993300c55bf64b28", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/ff10364016b1c342dbd76bb3c364dc0d.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifanglingzhiguang", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "ZZBFLZG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 234019, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "缘分，是有一方主动的对吗？<span class=\"emoji emoji1f60a\"></span>", "ContactFlag": 3, "NickName": "中资北方    凌志光", "add_time": 1495587874, "RemarkPYQuanPin": "", "unique_sn": "6cb82b1d771f27bb52734ad403d90598", "wechat_uid": 27818, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0} " 	WxSessionWnd::OnUserInfo .\wechat\WxSessionWnd.cpp  line:337
[2017-06-02 15:03:31:101] PID=[5016] TID=[6276]  [Info] "76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"UserName": "@2ecd9cb501e6275a676ccc19d31f6587d5c0c70daadf25e048c04e27a1d9c106", "City": "潼南", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/63153238c99acbb7c3224126b23cfea6.jpg", "MemberList": [], "PYQuanPin": "liuyuexue", "RemarkPYInitial": "", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "重庆", "KeyWord": "", "RemarkName": "", "PYInitial": "LYX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 4197, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "<span class=\"emoji emoji2764\"></span><span class=\"emoji emoji1f375\"></span>", "ContactFlag": 3, "NickName": "六月雪", "RemarkPYQuanPin": "", "unique_sn": "ced901fdac8e5035aa089f2ea0f734a8", "wechat_uid": 39290, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0} " 	WxSessionWnd::OnUserInfo .\wechat\WxSessionWnd.cpp  line:337
[2017-06-02 15:03:31:301] PID=[5016] TID=[6276]  [Info] "76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"UserName": "@d8770d095e57233572097d16128d4f9e8bc32ffbcdc9ac6156f2a79e5cde60fc", "City": "成都", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/79086fcce9bd7c35f14f00dfc2b203b7.jpg", "MemberList": [], "PYQuanPin": "chuanyuxiejibingege", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "四川", "KeyWord": "", "RemarkName": "", "PYInitial": "CYXJBGG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 102621, "SnsFlag": 17, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "路还长、别昌狂", "ContactFlag": 3, "NickName": "川渝鞋机:::::彬哥哥", "RemarkPYQuanPin": "", "unique_sn": "33a113dc090714db2056dc7c75987b72", "wechat_uid": 39296, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0} " 	WxSessionWnd::OnUserInfo .\wechat\WxSessionWnd.cpp  line:337
[2017-06-02 15:03:31:773] PID=[5016] TID=[6276]  [Info] "  OnContactList  76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"contact": [{"UserName": "@542539d47bb083e1e140c6c88124968e61617444f7c7a77162bff678f473ab54", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/b223dfb06847a6a366d28a83860e2c39.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifangheqiyan", "RemarkPYInitial": "", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "ZZBFHQY", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 135973, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "股票再不好，操作来辅导！", "ContactFlag": 3, "NickName": "中资北方-何其燕", "add_time": 1495537755, "RemarkPYQuanPin": "", "unique_sn": "aa68e5f725a397b6fba3a5eb60b5f11e", "wechat_uid": 26841, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@5e7e4dcb5a66511914a2a864827af9fbd1b36b35f98b7fac57be97377fb8a3d9", "City": "江门", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/d3460fe33fee28ee7cd98c842fe74223.jpg", "MemberList": [], "PYQuanPin": "spanclassemojiemoji1f60fspanmingdong", "RemarkPYInitial": "328", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "3.28", "PYInitial": "SPANCLASSEMOJIEMOJI1F60FSPANMD", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102501, "SnsFlag": 17, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "异地…！", "ContactFlag": 3, "NickName": "<span class=\"emoji emoji1f60f\"></span> 朙東", "RemarkPYQuanPin": "328", "unique_sn": "6c352c65a495bfd95c1c1b5d27737247", "wechat_uid": 39284, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@d7e0192d7a419362fa83fb789272cb0a3ed0db49b59d468cd50e6430d3ae5abd", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/b4c88f936ca0cc61c13ac5180443470c.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifangshaotaohong", "RemarkPYInitial": "", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "ZZBFSTH", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 102951, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "把每支投资的股票当做一桩生意来经营，你刚好需要，我刚好专业", "ContactFlag": 3, "NickName": "中资北方-邵桃红", "add_time": 1495587752, "RemarkPYQuanPin": "", "unique_sn": "d319cb3d3a2a40bb9ce0e9e01065179c", "wechat_uid": 26853, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@c7ba0189fca2090c5edc0594c7cce413276945ca4a4b48a89cd6966f0134da38", "City": "石家庄", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/c4f8fcdf5ecdde54bf793d18fe907ef0.jpg", "MemberList": [], "PYQuanPin": "shenqiudeyutian", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "河北", "KeyWord": "", "RemarkName": "", "PYInitial": "SQDYT", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4733, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "平凡的世界……", "ContactFlag": 3, "NickName": "深秋的雨天", "RemarkPYQuanPin": "", "unique_sn": "9176472a478b4579f4bf514d8033aeda", "wechat_uid": 39287, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@90dccc78587f61a0d628d25544478e0f", "City": "昆明", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/68317511867526513bfc1751a20d93fd.jpg", "MemberList": [], "PYQuanPin": "fangminzhongguopingan", "RemarkPYInitial": "B46FBZ", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "云南", "KeyWord": "tia", "RemarkName": "B4.6方博正", "PYInitial": "FMZGPA", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 112743, "SnsFlag": 49, "tags": "", "MemberCount": 0, "OwnerUin": 0, "[2017-06-02 15:03:31:840] PID=[5016] TID=[6276]  [Info] "  OnContactList  76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"contact": [{"UserName": "@e238f791d418eea82dcbd64524360689cf4a9320b4f4024d1b246b48d79414b8", "City": "深圳", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/c67b114fb2dafde5ed683f4b00fd0637.jpg", "MemberList": [], "PYQuanPin": "xique", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "XQ", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 2147488005, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "做生意做贸易只有高质量才有生存发展！", "ContactFlag": 3, "NickName": "喜鹊", "RemarkPYQuanPin": "", "unique_sn": "e16564859d6232e548d8b211a8308628", "wechat_uid": 39286, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@75f7f6a6421d75c692da1569e115475253d12e63cc2bff402a25c21e871a09e9", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/b8adbf092ca42b13ffb6945bde580f14.jpg", "MemberList": [], "PYQuanPin": "fenghuiluzhuai", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "", "PYInitial": "FHLZ", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 86117, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "逐渐学会了随遇而安，随波逐流", "ContactFlag": 3, "NickName": "峰回路转,", "RemarkPYQuanPin": "", "unique_sn": "2d534a450bf2721439c80fdd2df33527", "wechat_uid": 39289, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@b94dfd292839be2d6cc8e5776ed3d78e352f1a2fcd9e265ddbc213d6bd3f1a07", "City": "南阳", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/d40183b8965c3433a88680fffd99eae9.jpg", "MemberList": [], "PYQuanPin": "yongbulamudejiaoyang", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "河南", "KeyWord": "", "RemarkName": "", "PYInitial": "YBLMDJY", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 69669, "SnsFlag": 17, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "不要在骗人了，因为你骗的人曾经都是你最亲的人！", "ContactFlag": 3, "NickName": "永不落幕的骄阳", "RemarkPYQuanPin": "", "unique_sn": "22fb9b4ac7badb9fe7136cb32a5fa4b6", "wechat_uid": 39293, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@f2257288a0b667e6c3af969419fc2e87a17f6ccde06a35b5993300c55bf64b28", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/ff10364016b1c342dbd76bb3c364dc0d.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifanglingzhiguang", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "ZZBFLZG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 234019, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "缘分，是有一方主动的对吗？<span class=\"emoji emoji1f60a\"></span>", "ContactFlag": 3, "NickName": "中资北方    凌志光", "add_time": 1495587874, "RemarkPYQuanPin": "", "unique_sn": "6cb82b1d771f27bb52734ad403d90598", "wechat_uid": 27818, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@a509303818325388855b5b0714dca37e9dcd8516ff97e6f223b1a895c47ec724", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/987aa9f974c1f9891e832af7232f2749.jpg", "MemberList": [], "PYQuanPin": "baobuzhutaiyangdeshenhai", "RemarkPYInitial": "328", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Seoul", "KeyWord": "", "RemarkName": "3.28", "PYInitial": "BBZTYDSH", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "0", "AttrStatus": 2147586085, "SnsFlag": 49, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "性别:男  年龄:18  身高:182  [2017-06-02 15:03:31:939] PID=[5016] TID=[6276]  [Info] "  OnContactList  76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"contact": [{"UserName": "@4683d11e6c516b9be3a22ea108b5215f52a471adca643a2014bb7a4475b28084", "City": "中山", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/52dff544d6a3c71d6a1def0ad1238701.jpg", "MemberList": [], "PYQuanPin": "L", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "", "PYInitial": "L", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 69669, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "人之本性，善恶以内心而定", "ContactFlag": 259, "NickName": "L", "RemarkPYQuanPin": "", "unique_sn": "fa97d232150552f0783c43ca74f83012", "wechat_uid": 39249, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@0a667528ec25e963ef69e7341344b9c5747d3e74ac3fbc539de6df813153e66f", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/7a6afef2c944049e72ffd2f74d483e5a.jpg", "MemberList": [], "PYQuanPin": "dawei", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "北京", "KeyWord": "", "RemarkName": "", "PYInitial": "DW", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 135205, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "把热爱生活发辉到极致。你比你象想要强大的多", "ContactFlag": 3, "NickName": "大伟", "RemarkPYQuanPin": "", "unique_sn": "f7739ee2f38650526f60ac730299d436", "wechat_uid": 39250, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@b0a6ceb6dd7c53da871dd4787476f53b8e9bcb8a486836dcabdeec4c6b372a89", "City": "青岛", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/fe742a785ae4b1aef4629162c4edd738.jpg", "MemberList": [], "PYQuanPin": "xifengxixi", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "山东", "KeyWord": "", "RemarkName": "", "PYInitial": "XFXX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 71717, "SnsFlag": 49, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "坦然面对风雨洗礼，期待共赏彩虹绚丽。", "ContactFlag": 3, "NickName": "西风习习", "RemarkPYQuanPin": "", "unique_sn": "c4f58036d2674cbd620958f41d3417af", "wechat_uid": 39251, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@748294b87521fc42dd0ab04eee2f6d36d82513e7ae07abc5bd7daf03d658ea76", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/55b49c09f0db256573470b6a819377ff.jpg", "MemberList": [], "PYQuanPin": "zhifengyangguang", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "云南", "KeyWord": "", "RemarkName": "", "PYInitial": "ZFYG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4133, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "指缝阳光", "RemarkPYQuanPin": "", "unique_sn": "46c23ad708138888b7719076ab738601", "wechat_uid": 39252, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@34406ef88a971c57c06ca945c45b62b994237bc7b39bf73d0141d50892832db5", "City": "四平", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/59ccea2ad721914268097293f3e78768.jpg", "MemberList": [], "PYQuanPin": "liuyuemaixiang", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "吉林", "KeyWord": "", "RemarkName": "", "PYInitial": "LYMX", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4133, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "", "ContactFlag": 3, "NickName": "六月麦香", "RemarkPYQuanPin": "", "unique_sn": "9f2fd08d8661d69d6b24c3768ad336ad", "wechat_uid": 39253, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"[2017-06-02 15:03:31:941] PID=[5016] TID=[6276]  [Info] "  OnContactList  76e9d0fb-2902-45f2-aca1-5c6497a7f913 {"contact": [{"UserName": "@79bed5df6fc0dd008c8a92df8a35b30a15a88cedd69617516d7811c411fec361", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/497414014aad95c31df39d41b12f99ce.jpg", "MemberList": [], "PYQuanPin": "qiwangbiaopaian", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "", "KeyWord": "", "RemarkName": "", "PYInitial": "QWBPA", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102501, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "有缘有份，无缘无份，只是一字之差，意思就不同。", "ContactFlag": 3, "NickName": "企望标牌厂", "RemarkPYQuanPin": "", "unique_sn": "a914de6f20c37a225c4de9287670060d", "wechat_uid": 39276, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@006d90c9097e1376f00f296d3ff2bea1", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/50980b9fcdd0096e6c09bcdff53508be.jpg", "MemberList": [], "PYQuanPin": "zhencheng", "RemarkPYInitial": "", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Fatima", "KeyWord": "tzM", "RemarkName": "", "PYInitial": "ZC", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 39, "SnsFlag": 17, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "为更好的明天奋斗！", "ContactFlag": 3, "NickName": "真诚", "RemarkPYQuanPin": "", "unique_sn": "78ab6d8d7c7caf34a0332e4132c9d9fc", "wechat_uid": 39277, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@c53b60dfcca0e19ee42d9de084a1890c3b8a309e9be29439f491c4bfbc5dc972", "City": "北辰", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/4399c78232dec09bce61ef92803afdb3.jpg", "MemberList": [], "PYQuanPin": "A00000tianjinyunweikejizhongguoxieyoudawang", "RemarkPYInitial": "", "Sex": 2, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "天津", "KeyWord": "", "RemarkName": "", "PYInitial": "A00000TJYWKJZGXYDW", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102405, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "鞋油大王", "ContactFlag": 3, "NickName": "A00000天津云伟科技～中国鞋油大王", "RemarkPYQuanPin": "", "unique_sn": "fb48a33b3b7facc6a07994b31ed9e7df", "wechat_uid": 39278, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@578c89c04bd9f20454f771b926b5b78c2f6e132b7d4ee4ab81b8bbbaa16eeb76", "City": "广州", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/ff10364016b1c342dbd76bb3c364dc0d.jpg", "MemberList": [], "PYQuanPin": "zhongzibeifanglingzhiguang", "RemarkPYInitial": "LZG", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "广东", "KeyWord": "", "RemarkName": "凌志光", "PYInitial": "ZZBFLZG", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 102439, "SnsFlag": 1, "tags": null, "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "缘分，是有一方主动的对吗？<span class=\"emoji emoji1f60a\"></span>", "ContactFlag": 3, "NickName": "中资北方    凌志光", "add_time": 1495587874, "RemarkPYQuanPin": "lingzhiguang", "unique_sn": "6cb82b1d771f27bb52734ad403d90598", "wechat_uid": 27818, "Uin": 0, "StarFriend": 0, "client_type": 0, "Statues": 0}, {"UserName": "@e5debc6a135218f370d33e842fd7c2996ad8b31075903f6c64f61125f0864eb2", "City": "", "DisplayName": "", "UniFriend": 0, "head_img_url": "http://on1sjw8zv.bkt.clouddn.com/d858b3cd47019eff526dd11565d17946.jpg", "MemberList": [], "PYQuanPin": "wangzheguilai", "RemarkPYInitial": "Y323LH", "Sex": 1, "AppAccountFlag": 0, "VerifyFlag": 0, "Province": "Villa Krause", "KeyWord": "", "RemarkName": "摇3.23李华", "PYInitial": "WZGL", "IsOwner": 0, "ChatRoomId": 0, "HideInputBarFlag": 0, "EncryChatRoomId": "", "AttrStatus": 4129, "SnsFlag": 1, "tags": "", "MemberCount": 0, "OwnerUin": 0, "Alias": "", "Signature": "李华", "ContactFl[2017-06-02 15:03:49:207] PID=[5016] TID=[6276]  [Info] "7  7c52456c-5b0d-4efb-8444-6dfed002abb5    " 	WxChatDlg::onWechatLogin .\wechat\WxChatDlg.cpp  line:109
[2017-06-02 15:03:51:412] PID=[5016] TID=[6276]  [Info] "  thread test  " 	WxSessionWnd::clearUnread .\wechat\WxSessionWnd.cpp  line:628
[2017-06-02 15:03:51:925] PID=[5016] TID=[6276]  [Info] "  thread test  " 	WxSessionWnd::clearUnread .\wechat\WxSessionWnd.cpp  line:628
[2017-06-02 15:04:08:963] PID=[5016] TID=[6276]  [Info] "  OnWechatMsg  55c9f7d1-3fbd-4a22-ae0f-2d2031af57ce {"content": {"type": 0, "detail": [{"type": "str", "value": "市场收盘！"}], "data": "市场收盘！", "user": {"head_img_url": "http://on1sjw8zv.bkt.clouddn.com/head_@bca5765ec51e2bb123c55fcf4e5953eb1958ebaf6884fe4d59ea2220276c7fa2.jpg", "id": "@bca5765ec51e2bb123c55fcf4e5953eb1958ebaf6884fe4d59ea2220276c7fa2", "name": "老余谈股"}, "desc": "市场收盘！"}, "msg_id": "5158233630679875074", "msg_type_id": 3, "to_user_id": "@563c8cc0617eee335e96aacbcc89fad3b201ff1e2940645f3a36d7afbad02ce3", "user": {"id": "@@66c897b810624a7a290a4bd75e44cdbe1425d65d52df5bddf194066834527e4f", "name": "老余论市"}} " 	WxSessionWnd::OnWechatMsg .\wechat\WxSessionWnd.cpp  line:218
[2017-06-02 15:04:08:963] PID=[5016] TID=[6276]  [Info] "  createNewChatIfNeeded  " 	WxSessionWnd::createNewChatIfNeeded .\wechat\WxSessionWnd.cpp  line:186
